8,86.80
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,100.00
8,0.00
8,100.00
8,0.00
8,0.00
8,100.00
8,100.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,100.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,66.70
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,61.50
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,18.20
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,16.70
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,18.20
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,20.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,16.70
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,18.20
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,0.00
8,16.70
8,0.00
